,X,GID,Date,Year,Month,Day,Source,SrcActor,SrcAgent,SOthAgent,Target,TgtActor,TgtAgent,TOthAgent,CAMEO,RootCode,QuadClass,Goldstein,None,Lat,Lon,Geoname,AdminInfo,CountryCode,ID,URL,sourcetxt
218808,218808,529384,20140911,2014,9,11,NER,NER,,,NGA,NGA,,,130,13,3,-4.4,"NAMED_TERROR_GROUP,1",NA,NA,,,,5411d431bfd10971256ca712_0,http://www.osundefender.org/?p=186098,nigeria_osundefender
1478245,1478245,1863389_v0.2.0,20160116,2016,1,16,PAK,PAK,,,USAGOVJUD,USA,GOV,JUD,110,11,3,-2,,33.72148,73.04329,Islamabad,Islāmābād Capital Territory,PAK,569a2faa421aa962f53c4fd0_0,http://www.thefrontierpost.com/article/369011//,pakistan_frontierpost
1851583,1851583,2267184_v1.2.0,20160522,2016,5,22,MED,,,,TURGOV,TUR,GOV,,51,5,1,3.4,,41.01384,28.94966,İstanbul,İstanbul,TUR,5741618e421aa9649e59a846_3,http://www.bbc.co.uk/news/world-europe-36352526,
1729009,1729009,2144566_v1.2.0,20160407,2016,4,7,USAGOV,USA,GOV,,USA,USA,,,44,4,1,2.5,,NA,NA,,,,5706463e421aa95065a9bab6_4,http://article.wn.com/view/2016/04/07/EU_countries_ambassadors_concerned_over_developments_in_Thai/,wn_africa
1203961,1203961,1517802_v0.2.0,20151016,2015,10,16,USAGOV,USA,GOV,,AFGREB,AFG,REB,,36,3,1,4,"NAMED_TERROR_GROUP,3",NA,NA,,,,56211611421aa9723c502922_0;562114f2421aa972600fda20_0;56211771421aa9724a66225d_0,http://www.asianage.com/international/barack-obama-nawaz-sharif-discuss-pak-role-afghan-reconciliation-787;http://dc.asianage.com/international/barack-obama-nawaz-sharif-discuss-pak-role-afghan-reconciliation-787;http://article.wn.com/view/2015/10/16/Barack_Obama_Nawaz_Sharif_to_discuss_Pak_role_in_Afghan_reco_2/,asianage_int;asianage_int;wn_asia
1085663,1085663,1399470_v0.2.0,20150913,2015,9,13,PAKGOVMIL,PAK,GOV,MIL,AFG,AFG,,,10,1,0,0,,34.52813,69.17233,Kabul,Wilāyat-e Kābul,AFG,55f54cbe421aa97b656487a9_0,http://www.thefrontierpost.com/article/335871//,pakistan_frontierpost
1420023,1420023,1805145_v0.2.0,20151224,2015,12,24,MMR,MMR,,,THA,THA,,,172,17,4,-5,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,567bed41421aa976d9fc6935_0;567b9569421aa957b3b56513_0;567b70e7421aa94d16bd2287_0;567b9597421aa957a9fdb0c8_0,http://dailymessenger.com.pk/2015/12/24/two-burmese-found-guilty-and-face-death-for-uk-tourists-killings-in-thailand/;http://article.wn.com/view/2015/12/24/Thailand_murders_Two_men_sentenced_to_death_for_killing_UK_t/;http://article.wn.com/view/2015/12/24/Burmese_men_found_guilty_of_UK_tourist_murders/;http://www.bbc.co.uk/news/uk-35173688,
785759,785759,1099467_v0.2.0,20150606,2015,6,6,EGYGOV,EGY,GOV,,PSEREBHMS,PSE,REB,HMS,111,11,3,-2,"NAMED_TERROR_GROUP,1",NA,NA,,,,557324da421aa91c7c501daf_2;55733774421aa91ac170d4ca_6,http://www.bangkokpost.com/news/world/584373/egypt-quashes-hamas-terror-blacklisting;http://america.aljazeera.com/articles/2015/6/6/egyptian-court-overturns-ruling-on-hamas.html,thailand_bankokpost;aljazeera
155688,155688,475620,20140813,2014,8,13,UKR,UKR,,,MED,,,,43,4,1,2.8,,NA,NA,,,,53ec5682bfd1093ea932dc1d_1;53ec2c52bfd1093474bbc1c9_1;53ec47a1bfd1093bec19fd74_1;53ec6395bfd1094414c95840_1;53ec0f9ebfd1092f21f55159_1;53ec71efbfd10946cb282f7e_1;53ec0273bfd10929f2f8d89d_1;53ec8e7abfd1094e96802791_1;53ec8101bfd109496fc0b47a_1;53ec39e4bfd109393285b7c2_1,"""http://news.xinhuanet.com/english/world/2014-08/13/c_126863330.htm"";""http://news.xinhuanet.com/english/world/2014-08/13/c_126863330.htm"";""http://news.xinhuanet.com/english/world/2014-08/13/c_126863330.htm"";""http://news.xinhuanet.com/english/world/2014-08/13/c_126863330.htm"";""http://news.xinhuanet.com/english/world/2014-08/13/c_126863330.htm"";""http://news.xinhuanet.com/english/world/2014-08/13/c_126863330.htm"";""http://news.xinhuanet.com/english/world/2014-08/13/c_126863330.htm"";""http://news.xinhuanet.com/english/world/2014-08/13/c_126863330.htm"";""http://news.xinhuanet.com/english/world/2014-08/13/c_126863330.htm"";""http://news.xinhuanet.com/english/world/2014-08/13/c_126863330.htm""",xinhua;xinhua;xinhua;xinhua;xinhua;xinhua;xinhua;xinhua;xinhua;xinhua
1590172,1590172,2005685_v1.2.0,20160224,2016,2,24,NZL,NZL,,,GBR,GBR,,,84,8,2,7,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,56cdc57b421aa93789309839_0,http://article.wn.com/view/2016/02/24/Decision_on_2015_2020_price_control_for_SONI_and_licence_mod/,wn_africa
87979,87979,403038,20140722,2014,7,22,GBRGOV,GBR,GOV,,GBR,GBR,,,16,1,0,3.4,"DISEASE,170",NA,NA,,,,53ce706dbfd109278e05c760_1;53ce3697bfd1091d44c870e5_2;53ce7e82bfd1092a1afe8854_1;53ce8a95bfd1092d137ca3a1_1;53ce464bbfd1091fdd66e25f_1,http://www.voanews.com/content/reu-britain-does-u-turn-on-ex-kgb-agent-litvinenko-murder-inquiry/1962618.html;http://feeds.reuters.com/~r/Reuters/worldNews/~3/GegL59t6zSY/story01.htm;http://www.russiaherald.com/index.php/sid/224007855/scat/723971d98160d438;http://www.theuknews.com/index.php/sid/224007855/scat/15665b944045da4a;http://cyprus-mail.com/2014/07/22/britain-to-hold-public-inquiry-into-death-of-ex-kgb-agent-litvinenko/,voa_all;reuters;bnn_russia;bnn_uk;cyprus_mail
1366622,1366622,1731935_v0.2.0,20151204,2015,12,4,RUSGOV,RUS,GOV,,TUR,TUR,,,72,7,2,8.3,,39,35,Republic of Turkey,,TUR,56614103421aa932692ce1e7_0,http://www.dailystar.com.lb//News/Middle-East/2015/Dec-04/325867-britain-joins-syria-air-war-as-putin-vows-more-turkey-sanctions.ashx,daily_star_middle_east
1245828,1245828,1621738_v0.2.0,20151031,2015,10,31,SYRGOV,SYR,GOV,,RUS,RUS,,,30,3,1,4,,35,38,Syrian Arab Republic,,SYR,5636f53e421aa97bff69dbb0_0;5636ee58421aa97c7bb53aaf_0,http://article.wn.com/view/2015/10/31/Nations_agree_on_new_UNled_Syria_talks/;http://www.dailystar.com.lb//News/Middle-East/2015/Oct-31/321007-nations-agree-on-syria-peace-effort.ashx,wn_world;daily_star_middle_east
139488,139488,456778,20140808,2014,8,8,SAU,SAU,,,SAULEGREB,SAU,,LEG;REB,46,4,1,7,"PUBLIC_TRANSIT,9",NA,NA,,,,53e4d9aabfd109593aae4cf1_0,http://manilastandardtoday.com/2014/08/08/kerry-heads-to-syria-for-key-talks-with-opposition/,phil_manilastandard
788018,788018,1101727_v0.2.0,20150607,2015,6,7,SAU,SAU,,,ARG,ARG,,,10,1,0,0,,-34,-64,Argentine Republic,,ARG,55741257421aa91ac813a367_4;55747118421aa91cbd14a4af_4;55749597421aa91c8384937b_4,http://www.menafn.com/1094239340/Argentina-seeks-Saudi-support-over-Falklands?src=RSS;http://www.menafn.com/1094239340/Argentina-seeks-Saudi-support-over-Falklands&ampsrc=RSS;http://www.menafn.com/1094239340/Argentina-seeks-Saudi-support-over-Falklands&src=RSS,menafn_lebanon;menafn_lebanon;menafn_lebanon
474849,474849,634188_v0.2.0,20150214,2015,2,14,TCDMIL,TCD,MIL,,NGA,NGA,,,192,19,4,-9.5,,15,19,Republic of Chad,,TCD,54e0b1caee647946c73fe5d2_1,http://article.wn.com/view/2015/02/14/Nigeria_military_must_step_up_fight_against_Boko_Haram/,wn_africa
35041,35041,348176,20140702,2014,7,2,USA,USA,,,IRQ,IRQ,,,42,4,1,1.9,"NAMED_TERROR_GROUP,14",NA,NA,,,,53b4571abfd10977c5db1ef2_4;53b41f48bfd1096986f58416_2;53b464f7bfd1097a4b1923e3_0;53b458c9bfd10977afdb1f01_0,http://www.csmonitor.com/World/Security-Watch/Backchannels/2014/0702/The-Iraqi-army-the-US-spent-billions-building-is-a-disaster;http://www.livemint.com/Politics/xFzmDZMgk79Vq3dyDlYu9H/Iraqs-Maliki-rejects-planned-Kurdish-independence-vote.html;http://www.iraqsun.com/index.php/sid/223457713/scat/c31d0aaa23b24a75;http://www.middleeaststar.com/index.php/sid/223457713/scat/940f2bfd509e743b,csm_world;india_mint_econpol;bnn_iraq;bnn_me
344216,344216,635732,20141209,2014,12,9,RUSGOV,RUS,GOV,,IND,IND,,,42,4,1,1.9,,NA,NA,,,,548875a2421aa90671935657_0,http://www.voanews.com/content/putin-headed-india-trade-energy-talks/2552768.html,voa_asia
989313,989313,1303087_v0.2.0,20150811,2015,8,11,PAK,PAK,,,IND,IND,,,90,9,3,-2,,33.72148,73.04329,Islamabad,,PAK,55ca551e421aa95cce65feb8_0,http://www.hindustantimes.com/india-news/india-wants-cpa-meet-venue-to-be-shifted-from-pakistan/article1-1379088.aspx,hindustan_india
1219843,1219843,1582893_v0.2.0,20151022,2015,10,22,USA,USA,,,EGY,EGY,,,50,5,1,3.5,,30.00808,31.21093,Al Jīzah,Muḩāfaz̧at al Jīzah,EGY,5628f35d421aa91b17acfb4d_3,http://article.wn.com/view/2015/10/22/Opening_of_the_Nile_RitzCarlton_Cairo_Marks_a_New_Era_for_th/,wn_world
1571822,1571822,1987330_v1.2.0,20160218,2016,2,18,AUTGOV,AUT,GOV,,DEU,DEU,,,50,5,1,3.5,,51.5,10.5,Federal Republic of Germany,,DEU,56c61842421aa96cce875429_2,http://feedproxy.google.com/~r/euronews/en/home/~3/FmCJ_enwG5s/story01.htm,euronews
719785,719785,1027586_v0.2.0,20150516,2015,5,16,MOZ,MOZ,,,ZAF,ZAF,,,42,4,1,1.9,,-25.96553,32.58322,Maputo,Cidade de Maputo,MOZ,55575b5b421aa97006819237_0,http://www.startribune.com/world/303993711.html,minnstartrib_world
234333,234333,544126,20140920,2014,9,20,ARE,ARE,,,AREMIL,ARE,MIL,,57,5,1,8,,NA,NA,,,,541e4ea1bfd109670b569dc5_0,http://www.menafn.com/1093957665/Saudi-Etihad-Rail-inks-deal-to-protect-key-installations?src=RSS,menafn_saudi
1638789,1638789,2054318_v1.2.0,20160310,2016,3,10,IGOWSTNAT,IGO,,WST;NAT,SRB,SRB,,,30,3,1,4,,44.81892,20.45998,Serbia,,SRB,56e19136421aa971d7cd734a_1;56e17b89421aa9676ffc2032_2,http://article.wn.com/view/2016/03/10/Head_of_the_Armenian_Delegation_to_CSTO_PA_Receives_the_Serb/;http://article.wn.com/view/2016/03/10/Serb_nationalist_defies_UN_war_crimes_court_burns_EU_NATO_fl_k/,wn_asia;wn_world
874362,874362,1188097_v0.2.0,20150702,2015,7,2,BFACVL,BFA,CVL,,FRAMIL,FRA,MIL,,173,17,4,-5,"GENDER_VIOLENCE,1",48.85341,2.3488,Paris,Île-de-France,FRA,5594f84e421aa94c22a053ed_0,http://www.sfgate.com/news/crime/article/2-French-soldiers-arrested-over-Africa-sex-abuse-6362371.php,sfgate_national
1291142,1291142,1656435_v0.2.0,20151115,2015,11,15,USA,USA,,,LBY,LBY,,,10,1,0,0,"AIRSTRIKE,1",32.76704,22.63669,Darnah,Darnah,LBY,56485f26421aa94f476dbc1a_4,http://www.mb.com.ph/official-is-leader-in-libya-likely-killed-in-us-airstrike/,mb
602690,602690,908726_v0.2.0,20150401,2015,4,1,SOMGOV,SOM,GOV,,USA,USA,,,10,1,0,0,"AIRSTRIKE,2",NA,NA,,,,551c3409421aa909e9a43e22_5;551c69ea421aa909e28f8773_5,http://article.wn.com/view/2015/04/01/UK_Ambassador_Commends_Gambia_Armed_Forces/;http://article.wn.com/view/2015/04/01/Gambia_sentences_3_to_death_for_attempted_coup/,wn_africa;wn_world
600797,600797,906832_v0.2.0,20150401,2015,4,1,IRL,IRL,,,IGOEUREEC,IGO,,EUR;EEC,10,1,0,0,,NA,NA,,,,551bf34a421aa909f6635931_4,http://article.wn.com/view/2015/04/01/Strategic_Framework_for_Customs_cooperation_between_EU_and_G/,wn_politics
842783,842783,1156509_v0.2.0,20150623,2015,6,23,DEUGOV,DEU,GOV,,DEUCOP,DEU,COP,,173,17,4,-5,"SECURITY_SERVICES,1",52.57601,13.29389,Tegel,,DEU,558967f5421aa9750300a2cc_0,http://www.dw.com/en/questions-remain-after-mansour-s-release-in-berlin/a-18536392?maca=en-rss-en-all-1573-rdf,dw
589943,589943,895972_v0.2.0,20150326,2015,3,26,ITA,ITA,,,ITAMIL,ITA,MIL,,42,4,1,1.9,,NA,NA,,,,5514547f421aa955885d89b9_5,http://www.dw.de/the-eu-s-plan-to-restrain-migrants-in-north-africa-worries-rights-groups/a-18342598?maca=en-rss-en-all-1573-rdf,dw
1255843,1255843,1631755_v0.2.0,20151104,2015,11,4,EGY,EGY,,,EGYGOV,EGY,GOV,,43,4,1,2.8,,51.50853,-0.12574,London,,GBR,563a3fea421aa923a763f60e_1,http://www.brecorder.com/world/europe/259226-egyptian-president-defends-security-laws-ahead-of-uk-visit.html,pakistan_busrecorder_world
665428,665428,979098_v0.2.0,20150429,2015,4,29,IGOEUREEC,IGO,,EUR;EEC,IDN,IDN,,,25,2,0,-0.3,,-25,135,Commonwealth of Australia,,AUS,5540539e421aa960d8348966_1;5540280b421aa960419a738b_1,http://dc.asianage.com/international/indonesia-gears-execute-8-foreigners-families-wail-grief-229;http://www.asianage.com/international/indonesia-gears-execute-8-foreigners-families-wail-grief-229,asianage_int;asianage_int
763708,763708,1077409_v0.2.0,20150529,2015,5,29,INDEDU,IND,EDU,,IND,IND,,,140,14,4,-6.5,,28.65381,77.22897,Delhi,National Capital Territory of Delhi,IND,55687567421aa95f227f7522_3,http://www.hindustantimes.com/india-news/rahul-gandhi-smriti-irani--spat-over-iit-madras-row/article1-1352719.aspx,hindustan_india
1863516,1863516,2279121_v1.2.0,20160525,2016,5,25,IGOEUREEC,IGO,,EUR;EEC,PRT,PRT,,,10,1,0,0,,41.89193,12.51133,Rome,Lazio,ITA,5745b100421aa973bbf69598_0;5745bfc2421aa97ef7cd77eb_4,http://article.wn.com/view/2016/05/25/EU_2_arrested_for_suspected_spying_in_Rome_e/;http://article.wn.com/view/2016/05/25/2_arrested_for_suspected_spying_in_Rome_u/,wn_world;wn_world
300138,300138,420825_v0.2.0,20141106,2014,11,6,USA,USA,,,SYRREB,SYR,REB,,10,1,0,0,"NAMED_TERROR_GROUP,22",39.76,-98.5,United States,,USA,545c3b0abfd10933de11b388_4,http://feedproxy.google.com/~r/World-TheNewsInternational/~3/DeAB28XG9HU/story01.htm,int_the_news_world
547853,547853,853868_v0.2.0,20150310,2015,3,10,IGOWSTNAT,IGO,,WST;NAT,SUN,,,,46,4,1,7,,42.66667,25.25,Republic of Bulgaria,,BGR,54ff9bbaadb86b6f5356ef1b_6,http://www.themoscowtimes.com/news/article/517255.html,moscow_times
1767003,1767003,2182573_v1.2.0,20160421,2016,4,21,PSEREBHMS,PSE,REB,HMS,ISR,ISR,,,15,1,0,0,"PUBLIC_TRANSIT,1",31.76904,35.21633,Jerusalem,Jerusalem,ISR,57190c0e421aa930c4eb69bf_5,http://article.wn.com/view/2016/04/21/Israel_confirms_Palestinian_man_was_behind_bus_bombing_p/,wn_world
622605,622605,938989_v0.2.0,20150411,2015,4,11,USAMIL,USA,MIL,,USA,USA,,,72,7,2,8.3,,39.76,-98.5,United States,,USA,55286611421aa9066949c57a_6,http://article.wn.com/view/2015/04/11/US_allies_conduct_nine_air_strikes_in_Iraq_seven_in_Syria/,wn_world
131884,131884,449171,20140805,2014,8,5,ISRMIL,ISR,MIL,,PSEGZA,PSE,,GZA,874,8,2,10,"NAMED_TERROR_GROUP,6",NA,NA,,,,53e0e6a1bfd1093b29f92a36_1;53e0e497bfd1093b3af92a31_6;53e081f3bfd10923639d82da_3;53e16325bfd1095e36daa6bf_1;53e0bc8dbfd10930bc8e5c72_1;53e0901abfd109262b12e22d_3;53e0734fbfd1091e2428dec0_3;53e0d6bfbfd109383132ff70_3,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE_v7sg5d9dX2CYwTUDlbXksb21Pw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778574414172&ei=l-bgU4TPLMSswAHDlIDoCg&url=http://www.nytimes.com/2014/08/06/world/middleeast/israel-gaza-strip-conflict.html;http://www.jpost.com/SpecialReports2/Article.aspx?ID=370136&R=R1;http://rss.nytimes.com/c/34625/f/640355/s/3d30147c/sc/11/l/0L0Snytimes0N0C20A140C0A80C0A60Cworld0Cmiddleeast0Cisrael0Egaza0Estrip0Econflict0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm;http://www.telegraphindia.com/1140806/jsp/foreign/story_18691734.jsp;http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE_v7sg5d9dX2CYwTUDlbXksb21Pw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778574414172&ei=iLzgU5CaO4jDwAGy54CAAQ&url=http://www.nytimes.com/2014/08/06/world/middleeast/israel-gaza-strip-conflict.html;http://www.jpost.com/SpecialReports2/Article.aspx?ID=370092&R=R1;http://rss.nytimes.com/c/34625/f/642565/s/3d3020df/sc/11/l/0L0Snytimes0N0C20A140C0A80C0A60Cworld0Cmiddleeast0Cisrael0Egaza0Estrip0Econflict0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm;http://article.wn.com/view/2014/08/05/72hour_Gaza_ceasefire_begins_as_Israel_withdraws_troops_8/,google;jpost_front;nytmiddleeast;india_telegraph_int;google;jpost_front;nyt;wn_world
1744017,1744017,2159580_v1.2.0,20160413,2016,4,13,TURGOV,TUR,GOV,,MYSMED,MYS,MED,,50,5,1,3.5,,NA,NA,,,,570e1a5e421aa9305d0269cd_1,http://thekooza.com/ksa-turkey-cementing-new-political-alliance/,pakistan_kooza
1035091,1035091,1348882_v0.2.0,20150827,2015,8,27,IRL,IRL,,,ESP,ESP,,,30,3,1,4,"BANKRUPTCY,1",40,-4,Kingdom of Spain,,ESP,55df431e421aa9613a54d267_4,http://www.dw.com/en/european-bailout-fund-chief-upbeat-on-greece/a-18678030?maca=en-rss-en-all-1573-rdf,dw
360321,360321,651845,20141218,2014,12,18,USAGOV,USA,GOV,,IGOUNO,IGO,,UNO,12,1,0,-0.4,,NA,NA,,,,5492e002bfd109100a0a7eaf_5;5492fc26bfd1097b1f5215cb_5;54929671bfd1092861625901_5;54930918bfd1097b1e5215e0_5;5493226dbfd10953476f60a3_5;5492a840bfd1095d1b4d8a57_5,http://article.wn.com/view/2014/12/18/Peshawar_school_attack_Haunting_transcripts_of_militants_las/;http://article.wn.com/view/2014/12/18/Pakistan_school_principals_son_She_chose_to_stay/;http://article.wn.com/view/2014/12/18/Peshawar_Taliban_attackers_engaged_in_sadistic_games_with_st/;http://article.wn.com/view/2014/12/18/Peshawar_school_massacre_Pakistans_watershed_Taliban_moment/;http://article.wn.com/view/2014/12/18/Analysis_New_focus_on_how_Pakistan_will_address_militancy_z/;http://article.wn.com/view/2014/12/18/School_attack_survivor_Three_boys_died_before_my_eyes/,wn_asia;wn_asia;wn_world;wn_world;wn_world;wn_asia
562455,562455,868475_v0.2.0,20150317,2015,3,17,GBR,GBR,,,USA,USA,,,42,4,1,1.9,,51.50853,-0.12574,London,England,GBR,550835c2adb86b6f46de0a81_0,http://feedproxy.google.com/~r/com/YEor/~3/3s5qwKLSxPg/story01.htm,int_the_news_latest
1604980,1604980,2020498_v1.2.0,20160229,2016,2,29,USAGOVMIL,USA,GOV,MIL,IMGMUSISI,IMG,,MUS;ISI,190,19,4,-10,,36.335,43.11889,Mosul,Muḩāfaz̧at Nīnawá,IRQ,56d47211421aa9344d199617_2,http://feeds.reuters.com/~r/Reuters/worldNews/~3/d3RJVlMNvLU/story01.htm,reuters
939308,939308,1253064_v0.2.0,20150723,2015,7,23,MED,,,,PSE,PSE,,,190,19,4,-10,,31.89964,35.20422,Ramallah,West Bank,PSE,55b0c862421aa95f35d7230e_6;55b0f4bc421aa95f6ebd9714_6;55b09ccb421aa95f35d72243_5;55b08f86421aa95f2ec7899d_0;55b0a412421aa95f604076a7_3;55b0c10f421aa95f5bdb81aa_4;55b0a408421aa95f6ebd95a4_5;55b1363c421aa95f5bdb846b_5;55b0c85d421aa95f5bdb81de_6;55b0b9d3421aa95f0eef3c99_5;55b144f1421aa95f8f2580a8_3,http://article.wn.com/view/2015/07/23/Hospital_Palestinian_man_shot_dead_by_Israeli_army_26/;http://article.wn.com/view/2015/07/23/Israeli_troops_shoot_dead_Palestinian_in_occupied_West_Bank/;http://article.wn.com/view/WNAT4abda01334b495cf0fcbff63fe9c432d/;http://www.thestar.com.my/News/World/2015/07/23/Israeli-forces-kill-Palestinian-in-West-Bank-arrest-raid--medics;http://article.wn.com/view/2015/07/23/Palestinian_dies_after_being_shot_by_Israeli_troops_in_clash_d/;http://article.wn.com/view/2015/07/23/Hospital_Palestinian_man_shot_dead_by_Israeli_army_q/;http://article.wn.com/view/2015/07/23/Israeli_forces_kill_Palestinian_in_West_Bank_arrest_raid_med_b/;http://article.wn.com/view/2015/07/23/Palestinian_man_shot_dead_after_throwing_plant_pot_at_Israel/;http://article.wn.com/view/2015/07/23/Palestinian_man_shot_dead_by_Israeli_army_t/;http://article.wn.com/view/2015/07/23/Israeli_soldiers_kill_Palestinian_in_West_Bank/;http://article.wn.com/view/2015/07/23/Israel_troops_shoot_dead_Palestinian_in_West_Bank_raid/,wn_world;wn_politics;wn_world;malstar_world;wn_mideast;wn_world;wn_world;wn_world;wn_world;wn_world;wn_world
1204980,1204980,1518822_v0.2.0,20151018,2015,10,18,BGD,BGD,,,IND,IND,,,100,10,3,-5,,NA,NA,,,,5622d97e421aa972600fe0e4_6;5622d237421aa97296986d5a_6;5623ac19421aa972710ad02b_6;5623ba9d421aa97296986f90_6,http://dc.asianage.com/mumbai/20-bangladeshi-nationals-living-illegally-bhiwandi-held-423;http://www.asianage.com/mumbai/20-bangladeshi-nationals-living-illegally-bhiwandi-held-423;http://wwv.asianage.com/mumbai/20-bangladeshi-nationals-living-illegally-bhiwandi-held-423;http://103.241.136.80/mumbai/20-bangladeshi-nationals-living-illegally-bhiwandi-held-423,asianage_mumbai;asianage_mumbai;asianage_mumbai;asianage_mumbai
698895,698895,1006690_v0.2.0,20150511,2015,5,11,IGOUNO,IGO,,UNO,TUR,TUR,,,43,4,1,2.8,,NA,NA,,,,5550f247421aa93ff581ec1d_6,http://cyprus-mail.com/2015/05/11/akinci-and-anastasiades-meet-at-ledra-palace/,cyprus_mail
1568814,1568814,1984321_v1.2.0,20160218,2016,2,18,IGOUNOMED,IGO,,UNO;MED,IGOUNO,IGO,,UNO,10,1,0,0,,35,38,Syrian Arab Republic,,SYR,56c55325421aa923eb096980_6,http://article.wn.com/view/2016/02/18/Germany_Revives_Calls_for_NoFly_Zone_in_Northern_Syria/,wn_world
1112213,1112213,1426028_v0.2.0,20150921,2015,9,21,CHN,CHN,,,GBR,GBR,,,60,6,2,6,,31.22222,121.45806,Shanghai,,CHN,55fff689421aa950ab230ee2_0,http://www.bangkokpost.com/news/asia/701312/china-britain-to-study-london-shanghai-stock-link-osborne,thailand_bankokpost
1556087,1556087,1971590_v1.2.0,20160214,2016,2,14,KORGOV,KOR,GOV,,PRK,PRK,,,10,1,0,0,,37.97083,126.55444,Kaesŏng,Hwanghae-namdo,PRK,56c0167b421aa93590356978_6,http://article.wn.com/view/2016/02/14/Hong_Kong_hosts_Valentines_Day_with_25000_LED_roses_4/,wn_world
1162474,1162474,1476303_v0.2.0,20151005,2015,10,5,SOMHRI,SOM,,HRI,USACOP,USA,COP,,28,2,0,4,"CIVIL_SOCIETY,1;SECURITY_SERVICES,1;LABOR_STRIKE,1",44.8833,-93.283,Richfield,Minnesota,USA,5612e88c421aa97ab4ece942_0,http://www.sfgate.com/news/us/article/Video-appears-to-show-Minnesota-officer-hitting-6551830.php,sfgate_national
10542,10542,323668,20140624,2014,6,24,KGZGOV,KGZ,GOV,,IRN,IRN,,,10,1,0,0,,NA,NA,,,,53a9aed1bfd109411b3f3717_3,http://article.wn.com/view/2014/06/24/New_Volleyball_President_Highlights_Plans/,wn_africa
872333,872333,1186068_v0.2.0,20150703,2015,7,3,NGAELI,NGA,,ELI,EGY,EGY,,,46,4,1,7,,NA,NA,,,,55971b11421aa96bb51acec0_1,http://www.mynewswatchtimesng.com/buhari-seeks-global-coalition-against-terror/,nigeria_newswatch
291943,291943,597040,20141103,2014,11,3,EGYGOV,EGY,GOV,,QAT,QAT,,,40,4,1,1,,NA,NA,,,,545854b1bfd1090c7a92539b_1,http://www.al-monitor.com/pulse/originals/2014/11/egypt-qatar-reconciliation-media.html,almonitor
1173850,1173850,1487683_v0.2.0,20151009,2015,10,9,ISRCOP,ISR,COP,,ISR,ISR,,,182,18,4,-9.5,"SECURITY_SERVICES,2",31.76904,35.21633,Jerusalem,Jerusalem,ISR,5617e086421aa97b482b3974_1;5617b478421aa97afef2e6ec_1,http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGUTxOc0QGZEi3weBVSDryd5po6bA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52778962600167&ei=P-AXVuCMG4Sh3gGgqrm4DQ&url=http://www.reuters.com/article/2015/10/09/us-israel-palestinians-idUSKCN0S319U20151009;http://feeds.reuters.com/~r/Reuters/worldNews/~3/eQ45FFHYnrM/story01.htm,google;reuters
1804465,1804465,2220048_v1.2.0,20160504,2016,5,4,GBRGOV,GBR,GOV,,GBR,GBR,,,10,1,0,0,"REFUGEES,1",54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,572a6dcd421aa975f68c309f_2;572a5f02421aa975ef7d3966_4,http://www.csmonitor.com/World/Global-News/2016/0504/Britain-agrees-to-take-unaccompanied-Syrian-children.-Why-now;http://article.wn.com/view/2016/05/04/Britain_Will_Help_Child_Migrants/,csm_world;wn_europe
1592593,1592593,2008107_v1.2.0,20160224,2016,2,24,CUB,CUB,,,COL,COL,,,61,6,2,6.4,,23.13302,-82.38304,Havana,La Habana,CUB,56cde28e421aa9419a81ef68_0,http://article.wn.com/view/2016/02/24/Colombian_peace_talks_back_on_track_say_sponsor_countries/,wn_world
609969,609969,916010_v0.2.0,20150406,2015,4,6,AUT,AUT,,,VEN,VEN,,,36,3,1,4,,NA,NA,,,,5521f902421aa909fd4e0572_4,http://article.wn.com/view/2015/04/06/Oil_rig_fire_hits_Mexico_s_oil_output/,wn_world
