"","code","src_actor","month","tgt_actor","country_code","year","date8_val","id","source","date8","src_agent","latitude","src_other_agent","geoname","quad_class","source_text","root_code","tgt_other_agent","day","target","goldstein","tgt_agent","longitude","url"
"1","030","","03","PRT","PRT","2017",2017-03-26 20:00:00,"59f8f35dde79236240326e42_3","---COP","20170327","COP","39.6945","","Portuguese Republic ",1,"hindu_cities","03","","27","PRTGOV",4,"GOV","-8.13057","http://www.thehindu.com/news/cities/Kochi/portuguese-national-shifted-to-viyyur-jail/article17683497.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"2","010","","03","","IND","2017",2017-03-26 20:00:00,"59f8f361de79236240326e44_1","---GOV","20170327","GOV","17.83333",""," Telangana",0,"hindu_cities","01","LEG","27","---LEG",0,"","79.08333","http://www.thehindu.com/news/cities/Hyderabad/telangana-economy-a-mix-of-amartya-sen-and-deepak-parekh/article17683072.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"3","050","","03","","","2017",2017-03-26 20:00:00,"59f8f364de79236240326e45_1","---EDU","20170327","EDU","",""," ",1,"hindu_cities","05","","27","---GOV",3.5,"GOV","","http://www.thehindu.com/news/cities/Hyderabad/quality-of-education-takes-a-beating-in-residential-schools/article17682961.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"4","040","","03","","IND","2017",2017-03-26 20:00:00,"59f8f382de79236240326e55_1","---EDU","20170327","EDU","10.41667",""," State of Kerala",1,"hindu_cities","04","EDU","27","---GOVEDU",1,"GOV","76.5","http://www.thehindu.com/news/cities/Kochi/two-member-team-probes-death-of-youth-at-medical-college/article17681088.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"5","010","","03","","","2017",2017-03-26 20:00:00,"59f8f382de79236240326e55_3","---EDU","20170327","EDU","",""," ",0,"hindu_cities","01","HLH;EDU","27","---HLHEDU",0,"","","http://www.thehindu.com/news/cities/Kochi/two-member-team-probes-death-of-youth-at-medical-college/article17681088.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"6","043","IND","03","","IND","2017",2017-03-26 20:00:00,"59f8f366de79236240326e46_1","IND","20170327","","9.91769","","Madurai State of Tamil Nādu",1,"hindu_cities","04","PPL","27","---PPL",2.8,"","78.11898","http://www.thehindu.com/news/cities/Madurai/no-doctors-at-collectorate-to-ikssue-disability-certificate/article17682860.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"7","090","","03","MDV","","2017",2017-03-26 20:00:00,"59f8f35ade79236240326e40_3","---COP","20170327","COP","",""," ",3,"hindu_cities","09","","27","MDVEDU",-2,"EDU","","http://www.thehindu.com/news/cities/bangalore/police-search-isec-womens-hostel-for-a-man/article17684075.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"8","160","","03","","USA","2017",2017-03-26 20:00:00,"59f8f399de79236240326e62_4","---AGR","20170327","","40.6976","AGR","Union New Jersey",3,"hindu_cities","16","","27","---GOV",-4,"GOV","-74.2632","http://www.thehindu.com/news/cities/Madurai/implement-enayam-project-without-affecting-fishermens-interest-vasan/article17678439.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"9","112","FRA","03","FRA","","2017",2017-03-26 20:00:00,"59f8f3d2de79236240326e7f_1","FRAGOV","20170327","GOV","",""," ",3,"euroobs","11","","27","FRAGOV",-2,"GOV","","https://euobserver.com/tickers/137366"
"10","010","","03","","IND","2017",2017-03-26 20:00:00,"59f8f38dde79236240326e5b_1","---AGR","20170327","","28.63576","AGR","New Delhi ",0,"hindu_cities","01","AGR","27","---AGR",0,"","77.22445","http://www.thehindu.com/news/cities/Tiruchirapalli/agitation/article17679719.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"11","120","","03","","","2017",2017-03-26 20:00:00,"59f8f38dde79236240326e5b_2","---COP","20170327","COP","",""," ",3,"hindu_cities","12","AGR","27","---AGR",-4,"","","http://www.thehindu.com/news/cities/Tiruchirapalli/agitation/article17679719.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"12","051","","03","IND","IND","2017",2017-03-26 20:00:00,"59f8f38dde79236240326e5b_6","---AGRLEG","20170327","","28.63576","AGR;LEG","New Delhi National Capital Territory of Delhi",1,"hindu_cities","05","AGR","27","INDAGR",3.4,"","77.22445","http://www.thehindu.com/news/cities/Tiruchirapalli/agitation/article17679719.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"13","010","NGO","03","SOM","YEM","2017",2017-03-26 20:00:00,"59f8f3dcde79236240326e86_1","NGOHRI","20170327","","15.5","HRI","Republic of Yemen ",0,"wn_mideast","01","REF","27","SOMREF",0,"","47.5","https://article.wn.com/view/2017/03/27/Saudi_attack_on_Somali_refugee_boat_likely_war_crime_HRW/"
"14","173","","03","","","2017",2017-03-26 20:00:00,"59f8f397de79236240326e61_6","---COP","20170327","COP","",""," ",4,"hindu_cities","17","","27","---COP",-5,"COP","","http://www.thehindu.com/news/cities/Madurai/high-drama-at-town-panchayat-office/article17678465.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"15","020","","03","","","2017",2017-03-26 20:00:00,"59f8f3e7de79236240326e8a_1","---GOV","20170327","GOV","",""," ",0,"allafrica_somalia","02","LEG","27","---LEG",3,"","","http://allafrica.com/stories/201703270740.html"
"16","173","ISR","03","","ISR","2017",2017-03-26 20:00:00,"59f8f3d7de79236240326e81_1","ISR","20170327","","31.76904","","Jerusalem Jerusalem",4,"australia_smh_national","17","PPL","27","---PPL",-5,"","35.21633","http://www.smh.com.au/world/israeli-teen-arrested-over-bomb-threats-against-jewish-centres-in-australia-us-20170324-gv5a3r.html"
"17","090","USA","03","","USA","2017",2017-03-26 20:00:00,"59f8f3d7de79236240326e81_5","USAGOV","20170327","GOV","39.76","","United States ",3,"australia_smh_national","09","JEW;CVL","27","---JEWCVL",-2,"","-98.5","http://www.smh.com.au/world/israeli-teen-arrested-over-bomb-threats-against-jewish-centres-in-australia-us-20170324-gv5a3r.html"
"18","015","IND","03","","IND","2017",2017-03-26 20:00:00,"59f8f404de79236240326e93_1","IND","20170327","","28.63576","","New Delhi National Capital Territory of Delhi",0,"wn_world","01","UAF","27","---UAF",0,"","77.22445","https://article.wn.com/view/2017/03/27/Bangladesh_army_kills_4_insurgents_ending_4day_standoff_8/"
"19","010","","03","","","2017",2017-03-26 20:00:00,"59f8f404de79236240326e93_2","---PPL","20170327","","","PPL"," ",0,"wn_world","01","MED","27","---MILMED",0,"MIL","","https://article.wn.com/view/2017/03/27/Bangladesh_army_kills_4_insurgents_ending_4day_standoff_8/"
"20","040","","03","","ISR","2017",2017-03-26 20:00:00,"59f8f3bede79236240326e71_2","---MED","20170327","MED","31.5","","State of Israel ",1,"jpost_me","04","","27","MEAREB",1,"REB","34.75","http://www.jpost.com/Middle-East/Lebanese-TV-reporter-urges-Israel-to-take-out-Hezbollah-leader-Nasrallah-484605"
"21","060","CHN","03","USA","USA","2017",2017-03-26 20:00:00,"59f8f3d8de79236240326e82_3","CHNJUD","20170327","JUD","37.323","","Cupertino California",2,"skorea_chosun","06","","27","USABUS",6,"BUS","-122.03218","http://english.chosun.com/site/data/html_dir/2017/03/27/2017032700566.html"
"22","073","PHL","03","","PHL","2017",2017-03-26 20:00:00,"59f8f3cfde79236240326e7d_1","PHLCOP","20170327","COP","10.31672","","Cebu City Central Visayas",2,"philstar_region","07","","27","---CVL",7.4,"CVL","123.89071","http://www.philstar.com/region/2017/03/26/1684697/her-pas-sexual-abuses-chr-negros-or.-rescues-17-year-old-girl"
"23","010","","03","","","2017",2017-03-26 20:00:00,"59f8f419de79236240326e9a_6","---GOV","20170327","GOV","",""," ",0,"nigeria_tidenews","01","","27","---GOV",0,"GOV","","http://www.thetidenewsonline.com/2017/03/27/fg-commited-to-projects-completion-nationwide-fashola/"
"24","010","","03","KEN","KEN","2017",2017-03-26 20:00:00,"59f8f3d5de79236240326e80_4","---GOV","20170327","GOV","-1.28333","","Nairobi Nairobi",0,"allafrica_somalia","01","","27","KEN",0,"","36.81667","http://allafrica.com/stories/201703270344.html"
"25","040","","03","KWT","KWT","2017",2017-03-26 20:00:00,"59f8f3dede79236240326e87_3","---GOV","20170327","GOV","29.5","","State of Kuwait ",1,"menafn_iraq","04","","27","KWT",1,"","47.75","http://www.menafn.com/1095346854/Oman-Iraq-and-Venezuela-add-support-to-roll-over-output-cuts-beyond-June?src=RSS"
"26","010","VEN","03","","VEN","2017",2017-03-26 20:00:00,"59f8f3dede79236240326e87_6","VENGOV","20170327","GOV","8","","Bolivarian Republic of Venezuela ",0,"menafn_iraq","01","","27","---MED",0,"MED","-66","http://www.menafn.com/1095346854/Oman-Iraq-and-Venezuela-add-support-to-roll-over-output-cuts-beyond-June?src=RSS"
"27","171","","03","","","2017",2017-03-26 20:00:00,"59f8f3d9de79236240326e83_1","---MED","20170327","MED","",""," ",4,"guardian_americas","17","","27","---BUS",-9.2,"BUS","","https://www.theguardian.com/world/2017/mar/26/united-airlines-girls-leggings-shannon-watts"
"28","030","KOR","03","","KOR","2017",2017-03-26 20:00:00,"59f8f3e6de79236240326e89_1","KORJUD","20170327","JUD","36.5","","Republic of Korea ",1,"guardian_americas","03","","27","---GOV",4,"GOV","127.75","https://www.theguardian.com/world/2017/mar/27/south-korea-prosecutors-seek-arrest-of-former-president-park-geun-hye"
"29","190","TUR","03","TUR","TUR","2017",2017-03-26 20:00:00,"59f8f408de79236240326e95_1","TUR","20170327","","37.30514","","Şemdinli Hakkari",4,"hurriyet","19","UAF","27","TURREBUAF",-10,"REB","44.5742","http://www.hurriyetdailynews.com/turkish-jets-hit-pkk-militants-installing-explosives-in-turkeys-southeast.aspx?pageID=238&nid=111293&NewsCatID=341"
"30","010","","03","","","2017",2017-03-26 20:00:00,"59f8f408de79236240326e95_2","---MIL","20170327","MIL","",""," ",0,"hurriyet","01","UAF","27","---UAF",0,"","","http://www.hurriyetdailynews.com/turkish-jets-hit-pkk-militants-installing-explosives-in-turkeys-southeast.aspx?pageID=238&nid=111293&NewsCatID=341"
"31","180","TUR","03","TUR","TUR","2017",2017-03-26 20:00:00,"59f8f408de79236240326e95_5","TURREBUAF","20170327","REB","39.09921","UAF","Tunceli Tunceli",4,"hurriyet","18","UAF","27","TURREBUAF",-9,"REB","39.54351","http://www.hurriyetdailynews.com/turkish-jets-hit-pkk-militants-installing-explosives-in-turkeys-southeast.aspx?pageID=238&nid=111293&NewsCatID=341"
"32","0874","UGA","03","SOM","UGA","2017",2017-03-26 20:00:00,"59f8f413de79236240326e98_2","UGA","20170327","","1.25","","Republic of Uganda ",2,"allafrica_somalia","08","","27","SOM",10,"","32.5","http://allafrica.com/stories/201703270680.html"
"33","171","","03","SOM","","2017",2017-03-26 20:00:00,"59f8f413de79236240326e98_5","---MIL","20170327","MIL","",""," ",4,"allafrica_somalia","17","","27","SOMMIL",-9.2,"MIL","","http://allafrica.com/stories/201703270680.html"
"34","010","USA","03","USA","SOM","2017",2017-03-26 20:00:00,"59f8f413de79236240326e98_6","USAMIL","20170327","MIL","6","","Somalia ",0,"allafrica_somalia","01","LEG","27","USAGOVLEG",0,"GOV","48","http://allafrica.com/stories/201703270680.html"
"35","030","ISR","03","","ISR","2017",2017-03-26 20:00:00,"59f8f406de79236240326e94_2","ISR","20170327","","31.5","","State of Israel ",1,"jpost_front","03","JEW","27","---JEW",4,"","34.75","http://www.jpost.com/Diaspora/Ties-between-US-Jews-and-Israel-could-reach-breaking-point-in-2017-485337"
"36","010","","03","USA","","2017",2017-03-26 20:00:00,"59f8f3cede79236240326e7c_1","---GOV","20170327","GOV","",""," ",0,"guardian_americas","01","","27","USAGOV",0,"GOV","","https://www.theguardian.com/us-news/2017/mar/26/donald-trump-healthcare-blame-freedom-caucus-democrats"
"37","050","","03","NGA","NGA","2017",2017-03-26 20:00:00,"5a833f95ff261b48ad074056_1","---GOV","20170327","GOV","10","","Federal Republic of Nigeria ",1,"nigeria_tidenews","05","","27","NGA",3.5,"","8","http://www.thetidenewsonline.com/2017/03/27/rsg-backs-nipost-on-stamp-duty-protocol/"
"38","190","","03","IND","IND","2017",2017-03-26 20:00:00,"5a833f94ff261b48ad074051_1","---LEG","20170327","","28.65195","LEG","Delhi National Capital Territory of Delhi",4,"hindu_cities","19","","27","INDBUS",-10,"BUS","77.23149","http://www.thehindu.com/news/national/shiv-sena-calls-for-osmanabad-bandh/article17671421.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"39","040","PAK","03","","PAK","2017",2017-03-26 20:00:00,"5a833f96ff261b48ad074060_1","PAKGOVJUD","20170327","GOV","34.008","JUD","Peshawar Khyber Pakhtunkhwa Province",1,"int_the_news_peshawar","04","","27","---COP",1,"COP","71.57849","http://feedproxy.google.com/~r/TheNewsInternational-Peshawar/~3/CihWT-KXksE/194723-AG-Nespak-team-call-on-acting-IGP"
"40","040","","03","","","2017",2017-03-26 20:00:00,"5a833f96ff261b48ad074060_2","---COP","20170327","COP","",""," ",1,"int_the_news_peshawar","04","JUD","27","---GOVJUD",1,"GOV","","http://feedproxy.google.com/~r/TheNewsInternational-Peshawar/~3/CihWT-KXksE/194723-AG-Nespak-team-call-on-acting-IGP"
"41","051","","03","","PAK","2017",2017-03-26 20:00:00,"5a833f96ff261b48ad074060_3","---GOVJUD","20170327","GOV","34.45993","JUD"," Khyber Pakhtunkhwa Province",1,"int_the_news_peshawar","05","","27","---COP",3.4,"COP","72.50237","http://feedproxy.google.com/~r/TheNewsInternational-Peshawar/~3/CihWT-KXksE/194723-AG-Nespak-team-call-on-acting-IGP"
"42","040","IND","03","","IND","2017",2017-03-26 20:00:00,"5a833f90ff261b48ad074048_1","INDGOVMED","20170327","GOV","10.41667","MED"," State of Kerala",1,"hindu_cities","04","","27","---GOV",1,"GOV","76.5","http://www.thehindu.com/news/cities/Thiruvananthapuram/saseendran-meets-cm-says-probe-will-be-ordered/article17671464.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"43","010","MAR","03","","","2017",2017-03-26 20:00:00,"5a833f96ff261b48ad074064_1","MAR","20170327","","",""," ",0,"menafn_morocco","01","","27","---MED",0,"MED","","http://www.menafn.com/1095345347/Morocco--Abdelilah-Benkirane-I-am-Still-Alive?src=RSS"
"44","010","","03","PAK","PAK","2017",2017-03-26 20:00:00,"5a833f90ff261b48ad074043_1","---GOV","20170327","GOV","34.45993",""," Khyber Pakhtunkhwa Province",0,"int_the_news_peshawar","01","","27","PAK",0,"","72.50237","http://feedproxy.google.com/~r/TheNewsInternational-Peshawar/~3/Jlzu6yX7-04/194721-PTI-introduced-corruption-free-politicsgovernance-claims-CM"
"45","036","EGY","03","USA","EGY","2017",2017-03-26 20:00:00,"5a833f96ff261b48ad074066_1","EGYGOV","20170327","GOV","30.06263","","Cairo ",1,"jpost_me","03","","27","USA",4,"","31.24967","http://www.jpost.com/Middle-East/Egypts-Sisi-expected-to-visit-Washington-in-early-April-484571"
"46","031","","03","TUR","TUR","2017",2017-03-26 20:00:00,"5a833f90ff261b48ad074044_1","---GOV","20170327","GOV","37.16708","","Şanlıurfa Şanlıurfa",1,"hurriyet","03","","27","TURGOV",5.2,"GOV","38.79392","http://www.hurriyetdailynews.com/minister-visits-family-living-in-cupboard-promises-to-provide-support-in-turkeys-southeast.aspx?pageID=238&nid=111294&NewsCatID=341"
"47","173","RUS","03","","RUS","2017",2017-03-26 20:00:00,"5a833f9aff261b48ad074071_1","RUSCOP","20170327","COP","55.75222","","Moscow Moskva",4,"euronews","17","","27","MEDOPP",-5,"OPP","37.61556","http://feedproxy.google.com/~r/euronews/en/home/~3/w70nqoLFGD8/russian-police-detain-opposition-leader-alexei-navalny-at-a-rally-in-central-moscow-reuters-witness"
"48","111","","03","","","2017",2017-03-26 20:00:00,"5a833f9aff261b48ad074071_4","---OPP","20170327","OPP","",""," ",3,"euronews","11","","27","---COP",-2,"COP","","http://feedproxy.google.com/~r/euronews/en/home/~3/w70nqoLFGD8/russian-police-detain-opposition-leader-alexei-navalny-at-a-rally-in-central-moscow-reuters-witness"
"49","036","USA","03","ISR","ISR","2017",2017-03-26 20:00:00,"5a833f96ff261b48ad074063_1","USAGOV","20170327","GOV","31.76904","","Jerusalem Jerusalem",1,"almonitor","03","","27","ISRGOV",4,"GOV","35.21633","http://www.al-monitor.com/pulse/originals/2017/03/israel-palestine-us-envoy-greenblatt-trump-settlements.html"
"50","040","PSE","03","","PSE","2017",2017-03-26 20:00:00,"5a833f96ff261b48ad074063_2","PSEGOV","20170327","GOV","31.92157","","Palestine ",1,"almonitor","04","","27","---GOV",1,"GOV","35.20329","http://www.al-monitor.com/pulse/originals/2017/03/israel-palestine-us-envoy-greenblatt-trump-settlements.html"
"51","030","ISR","03","USA","USA","2017",2017-03-26 20:00:00,"5a833f96ff261b48ad074063_3","ISR","20170327","","39.76","","United States ",1,"almonitor","03","","27","USAGOV",4,"GOV","-98.5","http://www.al-monitor.com/pulse/originals/2017/03/israel-palestine-us-envoy-greenblatt-trump-settlements.html"
"52","111","","03","PAK","PAK","2017",2017-03-26 20:00:00,"5a833f9aff261b48ad074072_1","---PTY","20170327","PTY","34.45993",""," Khyber Pakhtunkhwa Province",3,"int_the_news_peshawar","11","","27","PAK",-2,"","72.50237","http://feedproxy.google.com/~r/TheNewsInternational-Peshawar/~3/OZYpVs4EgZ4/194724-ANP-blasts-PTI-for-keeping-mum-over-allegations-against-Asad-Qaiser"
"53","090","","03","","POL","2017",2017-03-26 20:00:00,"5a833f97ff261b48ad074069_2","---EDU","20170327","EDU","52","","Republic of Poland ",3,"jpost_front","09","","27","---REB",-2,"REB","20","http://www.jpost.com/Israel-News/Jerusalem-students-uncover-nearly-2000-year-old-relics-from-Bar-Kokhba-revolt-485324"
"54","114","IRQ","03","","IRQ","2017",2017-03-26 20:00:00,"5a833f97ff261b48ad07406c_1","IRQLEG","20170327","","33","LEG","Republic of Iraq ",3,"almonitor","11","PPL","27","---PPL",-2,"","44","http://www.al-monitor.com/pulse/originals/2017/03/polygamy-iraq-parliament-widows-divorced.html"
"55","040","","03","","BRA","2017",2017-03-26 20:00:00,"5a833f97ff261b48ad07406a_2","---GOV","20170327","GOV","-10","","Federative Republic of Brazil ",1,"ips_civsoc","04","","27","---EDU",1,"EDU","-55","http://www.ipsnews.net/2017/03/new-recipe-for-school-meals-programmes-in-latin-america/?utm_source=rss&utm_medium=rss&utm_campaign=new-recipe-for-school-meals-programmes-in-latin-america"
"56","114","","03","NGA","","2017",2017-03-26 20:00:00,"5a833f9bff261b48ad074080_5","---EDU","20170327","EDU","",""," ",3,"hindu_cities","11","","27","NGA",-2,"","","http://www.thehindu.com/news/cities/Delhi/boy-dies-of-suspected-drug-overdose-nigerians-booked/article17671273.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication"
"57",NA,NA,"03",NA,"SOM","2017",2017-03-26 20:00:00,"5a833f9bff261b48ad074081_1",NA,"20170327",NA,"6",NA,"Somalia ",NA,"allafrica_somalia",NA,NA,"27",NA,NA,NA,"48","http://allafrica.com/stories/201703270101.html"
"58","051","","03","","UGA","2017",2017-03-26 20:00:00,"5a833f9bff261b48ad074081_5","---GOV","20170327","GOV","0.31628","","Kampala Central Region",1,"allafrica_somalia","05","","27","---GOV",3.4,"GOV","32.58219","http://allafrica.com/stories/201703270101.html"
"59","192","AUS","03","AUS","AUS","2017",2017-03-26 20:00:00,"5a833f9cff261b48ad074086_4","AUS","20170327","","-25","","Commonwealth of Australia ",4,"wn_asia","19","","27","AUS",-9.5,"","135","https://article.wn.com/view/2017/03/27/Cyclone_Debbie_prompts_thousands_of_evacuations_in_northeast/"
"60","110","GBR","03","AUS","AUS","2017",2017-03-26 20:00:00,"5a833f9cff261b48ad074086_5","GBR","20170327","","-33",""," State of New South Wales",3,"wn_asia","11","","27","AUS",-2,"","146","https://article.wn.com/view/2017/03/27/Cyclone_Debbie_prompts_thousands_of_evacuations_in_northeast/"
"61","171","","03","","","2017",2017-03-26 20:00:00,"5a833f9bff261b48ad074082_1","---JUD","20170327","JUD","",""," ",4,"skorea_chosun","17","","27","---EDU",-9.2,"EDU","","http://english.chosun.com/site/data/html_dir/2017/03/24/2017032401640.html"
"62","170","","03","","USA","2017",2017-03-26 20:00:00,"5a833f97ff261b48ad07406b_1","MED","20170327","","47.50012",""," Washington",4,"denverpost_politics","17","JUD","27","---GOVJUD",-7,"GOV","-120.50147","http://www.denverpost.com/2017/03/27/supreme-court-neil-gorsuch-vote-delay/"
"63","110","USA","03","","USA","2017",2017-03-26 20:00:00,"5a833f97ff261b48ad07406b_4","USA","20170327","","43.00035",""," New York",3,"denverpost_politics","11","","27","---JUD",-2,"JUD","-75.4999","http://www.denverpost.com/2017/03/27/supreme-court-neil-gorsuch-vote-delay/"
"64","060","IRN","03","TUR","IRN","2017",2017-03-26 20:00:00,"5a833f9aff261b48ad074074_4","IRN","20170327","","35.69439","","Tehran Ostān-e Tehrān",2,"almonitor","06","","27","TUR",6,"","51.42151","http://www.al-monitor.com/pulse/originals/2017/03/turkey-iran-political-snags-hit-iranian-tourists.html"
"65","111","USA","03","CHN","CHN","2017",2017-03-26 20:00:00,"5a833f9dff261b48ad07408b_1","USAGOVMIL","20170327","GOV","35","MIL","People’s Republic of China ",3,"skorea_chosun","11","","27","CHN",-2,"","105","http://english.chosun.com/site/data/html_dir/2017/03/24/2017032401633.html"
"66","043","SAU","03","USA","SAU","2017",2017-03-26 20:00:00,"5a833f9bff261b48ad07407d_5","SAUMEDGOV","20170327","MED","25","GOV","Kingdom of Saudi Arabia ",1,"almonitor","04","COP;GOV","27","USAGOVCOPGOV",2.8,"GOV","45","http://www.al-monitor.com/pulse/originals/2017/03/saudi-arabia-trump-administration-obama-clinton-salman.html"
"67","080","CHN","03","","KOR","2017",2017-03-26 20:00:00,"5a833f9aff261b48ad074075_3","CHNGOV","20170327","GOV","36.5","","Republic of Korea ",2,"skorea_chosun","08","","27","---MED",5,"MED","127.75","http://english.chosun.com/site/data/html_dir/2017/03/24/2017032401661.html"
"68","010","","03","","","2017",2017-03-26 20:00:00,"5a833f9eff261b48ad074092_2","---GOV","20170327","GOV","",""," ",0,"nigeria_sunnews","01","","27","---GOV",0,"GOV","","http://sunnewsonline.com/ill-only-take-traditional-titles-after-my-tenure-niger-gov/"
"69","173","IND","03","","IND","2017",2017-03-26 20:00:00,"5a833f9dff261b48ad07408c_1","INDJUD","20170327","JUD","13.08784","","Chennai ",4,"india_zee_states","17","PPL","27","---PPL",-5,"","80.27847","http://zeenews.india.com/tamil-nadu/madras-high-court-orders-arrest-of-man-who-claimed-to-be-jayalalithaas-son-1990410.html"
"70","040","","03","USA","USA","2017",2017-03-26 20:00:00,"5a833f9cff261b48ad074084_1","---SPY","20170327","SPY","47.50012",""," Washington",1,"denverpost_politics","04","","27","USAGOV",1,"GOV","-120.50147","http://www.denverpost.com/2017/03/27/house-intel-chairman-white-house-source/"
"71","051","","03","","","2017",2017-03-26 20:00:00,"5a833f9bff261b48ad07407b_1","---CVL","20170327","CVL","",""," ",1,"nigeria_leadership","05","","27","---GOV",3.4,"GOV","","http://leadership.ng/news/578953/villa-chapel-women-honour-aisha-buhari-on-mothers-day"
"72","051","","03","","","2017",2017-03-26 20:00:00,"5a833f9bff261b48ad07407b_4","---GOVCVL","20170327","GOV","","CVL"," ",1,"nigeria_leadership","05","","27","---GOV",3.4,"GOV","","http://leadership.ng/news/578953/villa-chapel-women-honour-aisha-buhari-on-mothers-day"
"73","051","","03","","","2017",2017-03-26 20:00:00,"5a833f9fff261b48ad074099_5","---COP","20170327","COP","",""," ",1,"australia_smh_national","05","","27","---COP",3.4,"COP","","http://www.smh.com.au/national/cheryl-grimmer-died-from-horrific-injuries-an-hour-after-being-taken-police-20170323-gv4k37.html"
"74","190","","03","SOM","SOM","2017",2017-03-26 20:00:00,"5a833fa0ff261b48ad0740a6_1","---REB","20170327","REB","2.03711","","Mogadishu ",4,"allafrica_somalia","19","","27","SOMGOV",-10,"GOV","45.34375","http://allafrica.com/stories/201703270091.html"
"75","010","EGY","03","SAU","SYR","2017",2017-03-26 20:00:00,"5a833f9dff261b48ad07408d_3","EGY","20170327","","35","","Syrian Arab Republic ",0,"almonitor","01","","27","SAU",0,"","38","http://www.al-monitor.com/pulse/originals/2017/03/egypt-saudi-arabia-resume-oil-shimpments.html"
"76","111","SAU","03","EGY","SYR","2017",2017-03-26 20:00:00,"5a833f9dff261b48ad07408d_4","SAUGOV","20170327","GOV","35","","Syrian Arab Republic ",3,"almonitor","11","","27","EGY",-2,"","38","http://www.al-monitor.com/pulse/originals/2017/03/egypt-saudi-arabia-resume-oil-shimpments.html"
"77","130","ISR","03","ISR","EGY","2017",2017-03-26 20:00:00,"5a833fa0ff261b48ad0740a9_1","ISR","20170327","","27","","Arab Republic of Egypt ",3,"jpost_front","13","","27","ISR",-4.4,"","30","http://www.jpost.com/Israel-News/Israelis-warned-of-increased-ISIS-threat-abroad-ahead-of-Passover-holiday-485312"
"78","036","USA","03","ISR","ISR","2017",2017-03-26 20:00:00,"5a833fa0ff261b48ad0740a2_1","USAGOV","20170327","GOV","31.76904","","Jerusalem Jerusalem",1,"almonitor","03","","27","ISRGOV",4,"GOV","35.21633","http://www.al-monitor.com/pulse/originals/2017/03/israel-greenblatt-yarmulke-ultra-orthodox-trump-judaism.html"
"79","030","","03","USA","","2017",2017-03-26 20:00:00,"5a833fa2ff261b48ad0740b4_3","---BUS","20170327","BUS","",""," ",1,"china_scmp_asia","03","","27","USABUS",4,"BUS","","http://www.scmp.com/news/asia/east-asia/article/2082501/possibility-toshiba-sell-chinese-firms-sparks-national-security"
"80","031","IND","03","","IND","2017",2017-03-26 20:00:00,"5a833fa2ff261b48ad0740b5_2","INDGOV","20170327","GOV","13.08784","","Chennai State of Tamil Nādu",1,"india_zee_states","03","","27","---GOV",5.2,"GOV","80.27847","http://zeenews.india.com/tamil-nadu/tncc-sets-up-panel-to-work-for-dmk-nominee-in-rk-nagar-1990404.html"
"81","040","IGO","03","KEN","KEN","2017",2017-03-26 20:00:00,"5a833fa3ff261b48ad0740c0_1","IGOEAFDEVIADGOV","20170327","","-1.28333","EAF;DEV;IAD;GOV","Nairobi Nairobi",1,"allafrica_somalia","04","","27","KEN",1,"","36.81667","http://allafrica.com/stories/201703270088.html"
"82","010","NLD","03","MDV","","2017",2017-03-26 20:00:00,"5a833fa4ff261b48ad0740c8_3","NLD","20170327","","",""," ",0,"wn_asia","01","","27","MDV",0,"","","https://article.wn.com/view/2017/03/27/Maldives_government_thwarts_opposition_bid_to_oust_speaker_o/"
"83","173","","03","SGP","","2017",2017-03-26 20:00:00,"5a833fa4ff261b48ad0740c7_1","---JUD","20170327","JUD","",""," ",4,"china_scmp_asia","17","","27","SGP",-5,"","","http://www.scmp.com/news/asia/southeast-asia/article/2082472/singaporean-couple-jailed-starving-philippine-maid"
"84","010","","03","PAK","AFG","2017",2017-03-26 20:00:00,"5a833fa5ff261b48ad0740cb_4","---BUS","20170327","BUS","33","","Islamic Republic of Afghanistan ",0,"pahjwok_english","01","","27","PAK",0,"","66","http://www.pajhwok.com/en/2017/03/27/ceo-urges-pakistan%E2%80%99s-sincerity-war-terror"
